,doctor_id,doctor_name,speciality_stream,experience_years,consultation_fees,locality,locality_latitude,locality_longitude,translated_practice_type,clinic_name,show_consultation_fees,summary,qualification_1,qualification_2,qualification_3,qualification_4,qualification_5,qualification_6,qualification_7,is_qualification_valid_in_country_1,is_qualification_valid_in_country_2,is_qualification_valid_in_country_3,is_qualification_valid_in_country_4,is_qualification_valid_in_country_5,is_qualification_valid_in_country_6,is_qualification_valid_in_country_7,college_1,college_2,college_3,college_4,college_5,college_6,college_7,completion_year_1,completion_year_2,completion_year_3,completion_year_4,completion_year_5,completion_year_6,completion_year_7,sub_specialty_1,sub_specialty_2,sub_specialty_3,sub_specialty_4,sub_specialty_5,sub_specialty_6,sub_specialty_7,sub_specialty_8,sub_specialty_9,sub_specialty_10,sub_specialty_11,sub_specialty_12,specialty_1,specialty_2,specialty_3,specialty_4,specialty_5,specialty_6,specialty_7,specialty_8,specialty_9,specialty_10,specialty_11,specialty_12,doctor_label_1,doctor_label_2,doctor_label_3,doctor_label_4,doctor_label_5,doctor_label_6,doctor_label_7,doctor_label_8,doctor_label_9,doctor_label_10,doctor_label_11,doctor_label_12,approved_1,approved_2,approved_3,approved_4,approved_5,approved_6,approved_7,approved_8,approved_9,approved_10,approved_11,approved_12
1153,278506,Dr. Sanjay. D. Waghmare,,22.0,100,Bibvewadi,18.46056,73.86528,Clinic,Dental Designs Multispecility Dental Clinic and Implant Center,True,"Dr. Sanjay.D.Waghmare is an Implantologist, Cosmetic/Aesthetic Dentist and Dental Surgeon in Bibvewadi, Pune and has an experience of 19 years in these fields. Dr. Sanjay. D.Waghmare practices at Dental Designs Multispeciality Dental Clinic and Implant Center in Bibvewadi, Pune and Dental Design Multispeciality Dental Clinic in Market Yard, Pune. He completed BDS from Government Dental College and Hospital, Aurangabad in 1993, Diploma in Oral Implantology from Grand Medical College in 2003 and Diplomate in Orthodontia from Grand Medical College, Mumbai in 2001.

He is a Lifetime Member of Indian Dental Association, Rotary club of Pune, Katraj, BNI-Chapter Fourtune, Pune, Indian Society of Oral Implantologist and Indian Academy of Aesthetic & Cosmetic Dentistry.",BUMS,,,,,,,True,,,,,,,"ZVM Unani,Mdical College & Hospital,Azam Campus,Pune",,,,,,,2013,,,,,,,Psychiatrist,,,,,,,,,,,,Psychiatrist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1154,462831,Dr. Nikita Chhattani (Chawla),,9.0,200,Shivajinagar,18.52475,73.84947,Clinic,32 Smiles Orthodontic Care,True,Dr.Nikita is Prosthodontist and Implantologist. She carries out all kinds of replacement procedures like single tooth replacement to complete dentures including advanced techniques .she is dedicated towards her work and tries to put her best to meet the needs of the patient. ,BDS,,,,,,,True,,,,,,,"Government Dental College & Hospital, Mumbai",,,,,,,2011,,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1155,6130,Dr. Deepinder Singh Duggal,,20.0,300,Camp,18.51978,73.87207,Clinic,Duggal Dental Clinic,True,"Dr. Deepinder Singh Duggal is an implantologist, cosmetic dentist and dental surgeon in Camp, Pune. He practices at 32 Pearls Multispeciality Dental Clinic in Camp, Pune since 2006. He completed BDS from BVP Pune in 2000, MDS from Dr. BAM University in 2006 and got certified in implantology in 2009.

He is a member of Indian Dental Association, Indian Society of Oral Implantologist, and Indian Association of Oral and Maxillofacial Pathologist. He is an associate fellow of the foundation for oral rehabilitation.",MBBS , DGO,,,,,,True , True,,,,,,"B J Medical College, Pune "," B J Medical College, Pune",,,,,,1977 , 1990,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1156,464021,Dr. Rahul Kallianpur,,22.0,500,Baner,18.56439,73.78133,Clinic,Nurture Child Care Clinic,True,"Dr. Rahul Kallianpur is a senior Neonatologist and Pediatrician practicing since the past 17 years. He is a super specialist in all aspects of newborn Care. He is comprehensively trained in up to date management of pediatric and adolescent care. He is extensively trained in all aspects of critical care neonatology and extended newborn care at a tertiary level university teaching hospital in Sydney, Australia for a period of over 4 years. He is currently practicing as a senior Neonatologist and Pediatrician at Aditya Birla Memorial Hospital.
He is a national neonatology forum recognized guide and mentor for neonatal fellowship training program.
He strongly believes that the way to the well being of a baby or a child is through the parents. Effective counseling of the parents and making them comfortable and calm, helping them fully understand their child's ailment, leads to faster recovery of the baby or child.",BAMS,,,,,,,True,,,,,,,"Tilak Ayurveda Mahavidalya & Post Graduate  Institute, Pune University",,,,,,,2001,,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1157,594802,Dr. Nilesh Patil,,15.0,300,Wakad,18.610783,73.76556,Clinic,City Dental Care and Maxillofacial Center,True,"Dr. Nilesh Patil BDS, MDS, specialized in maxillo-facial surgery practicing since 2008 in Pimpri Chinchwad area. He is a consultant in many other clinics and hospitals for wisdom tooth surgeries, difficult tooth extractions, minor and major oral surgical procedures, jaw fractures, cyst and tumors of the orofacial region; temporomandibular joint problems. he practices at City Dental Care and Maxillofacial Centre. He is honorary  consultant in YCM Hospital",BHMS,,,,,,,True,,,,,,,"Dhondumama Sathe Homeopathic Medical College, Pune.",,,,,,,2005,,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1158,625574,Dr. Rohit Ravasaheb Kamate,,5.0,200,Hinjewadi,18.590899,73.7426,Clinic,Eva Care Dental Clinic And Implant Cente,True,"For Dr. Rohit, patient is the most important thing. He takes care of his patient in the best possible way. Hygiene and precision are the two things which differentiate him from the other doctors. Dr.Rohit provides emergency dental services in a comfortable and soothing way. He uses the latest technologies which result in a painless treatment and better patient experience.",BHMS,,,,,,,True,,,,,,,"Byramjee Jeejeebhoy Government Medical College & Sasson General Hospital, Pune",,,,,,,2001,,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1159,212835,Dr. Prashant Jagtap,,12.0,100,Bibvewadi,18.481016,73.86245,Clinic,Balkrishna Dental Care,True,,MBBS,,,,,,,True,,,,,,,"Byramjee Jeejeebhoy Government Medical College & Sasson General Hospital, Pune",,,,,,,1991,,,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1160,712097,Dr. Laxmi Surana,,11.0,200,Mukund Nagar,18.495209,73.85888,Clinic,Dr Surana's Dental Cosmetics and Implants,True,,BAMS,,,,,,,True,,,,,,,"Bharatiya Sanskriti Darshan Trust Ayurvedic Hospital & Research Centre, Wagholi",,,,,,,2008,,,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1161,297550,Ms. Natasha Chahande,Therapist,13.0,550,Pimple Saudagar,18.593678,73.79258,Clinic,Listen & Speak Clinic,True,"Ms. Natasha is an Audiologist responsible for assessment/evaluation and rehabilitation of children and adults with speech & language and hearing difficulties.
She is proficient in diagnostic evaluation of hearing disorders using a variety of test batteries including electrophysiological as well as behavioral tests (for all ages, from newly born to geriatric).
From past experience of work in the Hearing Aid market, she has exceptional knowledge of hearing instruments and technologies.
",BAMS,,,,,,,True,,,,,,,"Bharatiya Sanskriti Darshan Trust Ayurvedic Hospital & Research Centre, Wagholi",,,,,,,2013,,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1162,608074,Dr. Neha Chandan,,5.0,300,Kharadi,18.55506,73.95291,Clinic,Smile Up Dental Care & Implant Center,True,,BHMS,,,,,,,True,,,,,,,"Dhondumama Sathe Homeopathic Medical College, Pune.",,,,,,,1992,,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1163,276865,Dr. Pranjali Gadgil,,8.0,1000,Baner,18.573404,73.792206,Hospital,Jupiter Hospital,True,"Dr Pranjali Gadgil is a breast disease specialist and breast cancer surgeon practicing in Pune. After graduating top of her class in BJ Medical College, Pune, Dr. Gadgil completed her general surgery training and breast disease fellowship in the US. She trained at premier institutions such as the Mayo Clinic, Rochester MN, UT Health Science Center, MD Anderson Cancer Center and Winthrop P Rockfeller Cancer Center. After spending 8 years in the US, she returned to practice in Pune to work towards improving breast care services available to women in India. 
Practice Interests: 
1) Diagnosis and Treatment for Benign and Malignant Disease
2) Ultrasound-guided breast and lymph node biopsy (FNAC, core biopsy, vacuum assisted biopsy) 
3) Ultrasound guided percutaneous excision of benign breast lesions.
3) Touch Prep Cytology of biopsy cores for same-day diagnosis of breast lesions.
4) Ductoscopy for evaluation of nipple discharge.
5) Intra-operative ultrasound for US-guided lumpectomy.
6) Nipple-skin sparing mastectomy (NSSM) and skin sparing mastectomy (SSM) 
7) Axillary Reverse Mapping (ARM) in sentinel node biopsy and axillary lymph node dissection 
8) Oncoplastic approaches to optimize aesthetic outcomes of breast surgery.
9) Scapulothoracic block for post-mastectomy pain.
10) Brachytherapy device placement for partial breast radiation 
11) Genetic counseling and testing for hereditary breast cancer syndromes (BRCA and other).
12) High risk screening, chemoprevention and prophylactic surgery guidance for high-risk patients.

She is currently practicing at Jupiter Hospital Baner, MJM Hospital Pune and KEM Hospital Pune.",BDS,,,,,,,True,,,,,,,"Pravara Rural Institute                                          Dental Education, University of Poona",,,,,,,2004,,,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1164,351728,Dr. Rajendra Gandhi,,28.0,700,Satara Road,18.484701,73.85862,Clinic,Gandhi Clinic  Plastic Surgery & Dental Clinic,True,"Dr. Rajendra Gandhi is a Plastic Surgeon in Satara Road, Pune. Dr. Rajendra Gandhi practices at Gandhi Clinic Dental & Plastic Surgery Center in Satara Road, Pune. Smile train partner Surgeon from May 2002,  He completed MS - General Surgery from Baroda Medical College, Vadodara and MCh - Plastic Surgery from Baroda Medical College, Vadodara.",MD - Physician , MS - General Surgery , Fellowship in Minimal Access Surgery,,,,,True , True , True,,,,,Moscow Medical Academy , DY Patil University , The Association of Minimal Access Surgeons of India,,,,,2007 , 2013 , 2016,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1165,375638,Dr. Sneha Anand Kale,AYUSH,8.0,200,Pimpri-Chinchwad,18.633026,73.784836,Clinic,Rasgandha Ayurvedic Clinic & Panchakarma Health Centre,True,"Hello, Myself Dr. Sneha Anand Kale have done M.D in ayurveda. Doing practice at Rasagandha Ayurvedic clinic and Panchakarma health centre since last 4 years . Having speciality in Skin disease management , Gynaec diseases, Cosmetic therapy.",MBBS,,,,,,,True,,,,,,,"Byramjee Jeejeebhoy Government Medical College & Sasson General Hospital, Pune",,,,,,,1985,,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1166,580426,Dr. Alexis Rego,,7.0,300,Kharadi,18.557138,73.95227,Clinic,The Dental Twig,True,,MD - General Medicine , MBBS , DNB - General Medicine,,,,,True , True , True,,,,,I.M. Sechenov Moscow Medical Academy ," B J Medical College, Pune ", National Board Of Examination,,,,,2007 , 2008 , 2013,,,,,Unani,,,,,,,,,,,,Unani,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1167,603250,Dr. Teena Dhanraj   (Physiotherapist),Therapist,5.0,0,Aundh,18.560326,73.81209,Clinic,QI Spine Clinic - Aundh,True,"Dr. Teena Dhanraj (MPT) , Senior Spine Specialist and Clinic Head , QI Spine Clinic is a graduate in Physiotherapy from Dr. D. Y. Patil Vidyapeeth, Pune, and has completed her certification in Mechanical Diagnosis and Therapy (aka McKenzie Method).She is also a Certified Mulligan Concept Practitioner.",BAMS,,,,,,,True,,,,,,,"R.A. Podar Medical College (Ayu), Worli, Mumbai",,,,,,,2005,,,,,,,General Physician , General Surgeon,,,,,,,,,,,General Physician , General Surgeon,,,,,,,,,,,Doctor , Doctor,,,,,,,,,,,False , False,,,,,,,,,,
1168,375811,Dr. Vaishali Kanade,,12.0,200,Hadapsar,18.50126,73.93348,Clinic,Kanade Clinic,True,,MBBS , Diploma in Tuberculosis and Chest Diseases (DTCD) , FICA,,,,,True , True , True,,,,,Nagpur University. , Nagpur University. , USA,,,,,1984 , 1986 , 1998,,,,,Cosmetic/Aesthetic Dentist , Endodontist , Pediatric Dentist , Implantologist , Preventive Dentistry,,,,,,,,Dentist , Dentist , Dentist , Dentist , Dentist,,,,,,,,Doctor , Doctor , Doctor , Doctor , Doctor,,,,,,,,True , False , False , True , False,,,,,,,
1169,338027,Dr. Revathi Adhalakha   (Physiotherapist),Therapist,7.0,0,Shivajinagar,18.52043,73.85674,Clinic,QI Spine Clinic,True,"Dr Revathi Adhlakha is a Senior Spine Specialist , QI Spine Clinic with 6 years of experience. She has completed Bachelor's in Physiotherapy from Tilak Maharashtra Vidyapeet. Member of MTFI and IAP. Have completed certified course in NDS.",BAMS,,,,,,,True,,,,,,,"Tilak Ayurveda Mahavidalya & Post Graduate  Institute, Pune University",,,,,,,2001,,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1170,550292,Dr. Mangesh Kadu Patil,,9.0,200,Wakad,18.601248,73.763084,Clinic,Patil's Dental Care,True,,MBBS , MS - Ophthalmology,,,,,,True , True,,,,,,"Bharati Vidyapeeth University, Pune "," B J Medical College, Pune",,,,,,1997 , 2001,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1171,667231,Dr. Anupriya Pathak,,10.0,200,Koregaon Park,18.53886,73.88577,Clinic,32 Smiles Orthodontic Care,True,Dr. Anupriya has an experience of 8 years in the field of dentistry. She takes time to listen to patients complains & needs & design treatment plan around it.,BAMS,,,,,,,True,,,,,,,"Ashtanga Ayurved Mahavidyalay, Pune",,,,,,,2003,,,,,,,Unani,,,,,,,,,,,,Unani,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1172,507779,Dr. Sarvesh Chikte,AYUSH,8.0,200,Wakad,18.595863,73.77165,Clinic,Arogyam Ayurved Panchakarma Clinic,True,"Dr. Sarvesh Chikte MD (Ayurved), is an Ayurveda Practitioner at Arogyam Ayurved Panchakarma Clinic, Wakad. He is specialized in the pure Ayurvedic treatment of metabolic disorders like Arthritis, Gastro-intestinal disorders,  Respiratory disorders, infertility, diabetes, obesity, Skin disease, hypertension, heart diseases,  kidney disorders, hyperlipidemia, thyroid disorders,  joint and spine disorders etc.",MBBS , MS - General Surgery,,,,,,True , True,,,,,,"B J Medical College, Pune "," B J Medical College, Pune",,,,,,2001 , 2007,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1173,800261,Dr. Priyanka Pawal Badge,,6.0,200,Kharadi,18.553398,73.93648,Clinic,Ganesha Dental Clinic,True,DR Priyanka Pawal completed BDS from Govt dental college  aurangabad. Worked in SMBT Medical college as dental surgeon. I completed my fellowish in cosmetic dentistry from Banglore. I also worked as MO in PMC Pune. I have 6 yrs clinical experience. Can give assurance of best dental treatment.,BHMS,,,,,,,True,,,,,,,Foster Development Homeopathic Medical College,,,,,,,2003,,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1174,102981,Dr. Amit Sinkar,,10.0,500,Shivajinagar,18.524643,73.84245,Clinic,Sinkar Cardiac Care,True,,BAMS,,,,,,,True,,,,,,,"Shri Gangadhar Shastri Gune Ayurved Mahavidyalaya, Ahmednagar",,,,,,,1991,,,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1175,583499,Dr. Gunjan Waghmare,,10.0,500,Pimple Saudagar,18.59582,73.78912,Clinic,Gunjan Skin Clinic,True,"Dr. Gunjan Waghmare works as Chief Consultant Dermatologist at her own center in Pimple Saudagar, “Gunjan Skin Clinic"".

Dr. Gunjan started practicing Dermatology, Trichology and Aesthetic Medicine following her passion to relieve people of social stigmas and lack of self-confidence associated with appearance. She has completed her training under the most acclaimed dermatologists and known faces of Cosmetic Medicine both all over India and Pune.

She pursued her Graduation from the prestigious VM Government Medical College, Sholapur after which she went on to complete her MD in Dermatology (Residency Program) from JNMC Wardha. She topped the post graduation exam with Gold Medal.

After finishing her MD she came down to Pune and join MUSH Nashik recognized fellowship in Lasers and Cosmetology at Skin City under the able guidance of Dr.NiteenDhepe. She has received special training in hair transplant from renowned hair transplant surgeon of India, Dr. Vasa.

She has a wide experience working in various academic institutions of repute and has wide exposure in:

Dermatology Teaching
Pediatric Dermatology
Expertise in handling Nd:YAG, Diode, Q-Switched Nd:YAG, CO2, Erbium YAG lasers and IPL devices.
Dermatosurgery, which includes Mole Excision, Biopsies, Derma Rollers and Acne Surgeries.
Radiofrequency surgeries &vitiligo surgeries.
Expertise in Mesotherapy, Chemical Peel, Laser Hair Removal, Vitiligo Treatment, Hair loss Treatment and Hair transplant, Anti Aging Treatment(Botox and Fillers) and much more.
Other skin disorders like acne, rosacea, warts, pigmentation, nevi, eczema are also treated.
Dr. Gunjan personally does all the treatments and customizes treatments according to the sensitivity of the skin.

She is a member of various Associations like the Indian Association of Dermatologists, Venereologists and Leprologists (IADVL). Dr. Gunjan constantly updates her techniques and extensive knowledge of the subject by attending training workshops and seminars. Having earned respect as a gifted doctor with a keen eye for aesthetics and facial harmony, Dr. Gunjan personally makes sure that all her clients achieve personal satisfaction through treatments offered at Gunjan Skin Clinic.",MBBS , DNB - General Medicine,,,,,,True , True,,,,,,DY Patil University , Poona Hospital and Reaserch Centre Pune,,,,,,2006 , 2012,,,,,,Gynecologist,,,,,,,,,,,,Gynecologist/Obstetrician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1176,325949,Dr. Pallavi Rawat   (Physiotherapist),Therapist,8.0,0,Shivajinagar,18.52043,73.85674,Clinic,QI Spine Clinic,True,"""Dr. Pallavi Rawat is a Orthopedic Physiotherapist with 7 years of experience in the domain. Dr. Pallavi Rawat practices at QI Spine Clinic - Apte Road in Shivajinagar, Pune. She completed BPTh/BPT from Kasturba medical college, Mangalore, Manipal University, Karnataka in 2011 and MPT - Orthopedic Physiotherapy from Kasturba medical college, Mangalore, Manipal University, Karnataka in 2014.
She is a member of Indian Association of Physiotherapist. Some of the services provided by the doctor are: Osteopathic Treatment,Sacralisation,Orthopedic physical therapy,Spondylitis and Post Surgery Physiotherapy/Rehabilitation etc.""""
""",MD - Homeopathy , BHMS,,,,,,True , True,,,,,,"Shri Bhagwan Homeopathy College, Aurangabad "," Shri Bhagwan Homeopathy College, Aurangabad",,,,,,2004 , 1999,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1177,580941,Ms. Pushpa Dahat Salvi,Therapist,13.0,600,Wakad,18.609512,73.77046,Clinic,Blue Bell Plus Speech & Hearing Clinic,True,"We are dedicated to the basic principles of honesty, trust, and superior customer service. We are committed to finding personal solutions for each client that asks for help regarding their hearing Speech and Hearing Ability

Blue Bell Plus is the Largest and Fastest Growing Speech and Hearing Clinic in Pune, with the latest equipment and technology, and set of dedicated professional to help you for Better Hearing and Better Speech. The center provides complete solution of Speech, Hearing Aid, Occupational therapy, Behavioural & Special Educator in Pediatric & Adults. Blue Bell Plus Speech & Hearing Clinic managed by Mrs. Pushpa Salvi & Nandkishor Salvi, who has experienced eight years in speech Pathology and Hearing sciences. She was associated with reputed Ruby Hall Clinic as Sr Audiologist & Speech Therapist from 2009 - 2015.

Pushpa Dahat Salvi says ""Brief About What Started my Carrier From 2009 with Widex hearing aid company in Mumbai as an audiologist and speech therapist deals with many speech cases. 


",BHMS,,,,,,,True,,,,,,,"Anantrao Kanse Homoepathic Medical College, Alephata, Poona",,,,,,,2008,,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1178,381534,Dr. Anjali Gandhi,,28.0,500,Satara Road,18.484701,73.85862,Clinic,Gandhi Clinic  Plastic Surgery & Dental Clinic,True,"Dr. Anjali Gandhi is a Dentist and Endodontist in Satara Road, Pune. Dr. Anjali Gandhi practices at Gandhi Clinic Dental & Plastic Surgery Center in Satara Road, Pune. She completed BDS from Govt. Dental College Hospital- Mumbai in 1986 and MDS - Conservative Dentistry & Endodontics from Govt. Dental College Hospital- Mumbai in 1990.

She is a member of Indian Dental Association, Indian Association of Conservative Dentistry and Endodontics (IACDE) and SOLA (Society for Oral Laser Applications). Some of the services provided by the doctor are: Partial Dentures, Teeth Whitening, Bps Dentures, Root Canal and Veneers etc.

You can request an appointment with Dr. Anjali Gandhi on our app..",BAMS , MD - Ayurveda Medicine,,,,,,True , True,,,,,,University of Pune ," Maharashtra Universtity of Health Sciences, Nashik",,,,,,1999 , 2010,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1179,635911,Dr. Sheetal Adhalakha   (Physiotherapist),Therapist,6.0,0,Koregaon Park,18.537811,73.8972,Clinic,QI Spine Clinic,True,"Dr Sheetal Adhlakha (MPT) , is a Senior Spine Specialist & Clinic Head at QI Spine Clinic , Koregaon Park. She has a Masters In Neurosciences and has compeleted a Fellowship in Orthopaedics. With over 5 years of experience in this field, Dr.Sheetal specialises in treatment of severe back and neck problems.",MDS - Prosthodontist And Crown Bridge , BDS,,,,,,True , True,,,,,,"KLE Vishwanath Katti  Institute of Dental Sciences,Belgaum "," Jamnalal Geoenka Dental College & Hospital, Akola",,,,,,2010 , 2004,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1180,618392,Dr. Shikha Gandhi,,6.0,100,Koregaon Park,18.53886,73.88577,Clinic,32 Smiles Orthodontic Care,True,Dr. Shikha is an experienced Endodontist,MBBS , MCh - Plastic Surgery,,,,,,True , True,,,,,,"University of Mumbai, Mumbai "," University of Mumbai, Mumbai",,,,,,1997 , 2004,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1181,582439,Dr. Nikita Bhatia   (Physiotherapist),Therapist,5.0,600,Koregaon Park,18.534857,73.89848,Clinic,IPhysio Physiotherapy Center,True,"Dr. Nikita Bhatia (P.T) completed her BPT from Maharashtra Academy of Engineering and Educational Research’s (M.A.E.E.R) Physiotherapy College, Pune in 2016.
 
 Her keen interest in clinical, orthopedic and sports physiotherapy earned her an internship at the Soccer School of Pune Football Club.
             
 She joined iPhysio in 2015 and has been working for 1 year 6 months.

  In less than a year, her liking for sports and hard work earned her the team physiotherapist’s job at the Team Tennis Excellence ( team of national and international tennis players ) 
 
She is a certified dry needling therapist (CDNT) and pilates therapist and focuses her work around conservative treatment for pain.
              
 Dr. Nikita Bhatia has been a national rugby player and a fitness enthusiast.",BHMS,,,,,,,True,,,,,,,"Dhondumama Sathe Homeopathic Medical College, Pune.",,,,,,,2009,,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1182,258392,Dr. Dhaval Oswal,,12.0,100,Bibvewadi,18.481989,73.862175,Clinic,Oswals Dental and Orthodontic Care,True,"An Undergraduate  from M.A.Rangoonwala Dental College, Dr. Dhaval Oswal Completed his Masters in Orthodontics & Dentofacial Orthopaedics from Bharti Vidyapeeth Dental College, Pune. He has also successfully completed coureses in Implantology and Lasers in Dentistry. Dr. Dhaval Oswal is also a Senior Lecturer at Dr.DY Patil Dental College, Lahegaon.",MBBS , DNB - Pulmonary Medicine , Diploma in Tuberculosis and Chest Diseases (DTCD),,,,,True , True , True,,,,,JMF'S ACPM Medical college ," RUBY HALL CLINIC, PUNE "," B J Medical College, Pune",,,,,2003 , 2014 , 2009,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1183,308768,Dr. Janhavi Sapre,,4.0,500,JM Road,18.523727,73.84935,Clinic,Aesthetix Dental Clinic & Implant Centre,True,,MBBS,,,,,,,True,,,,,,,"Mahadevappa Rampure Medical College, Gulbarga",,,,,,,2006,,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1184,341689,Dr. Adarsh Hegde,,12.0,500,Pimpri-Chinchwad,18.62792,73.78325,Clinic,Pune Superspeciality Clinic,True,,MD - Obstetrics & Gynaecology,,,,,,,True,,,,,,,King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College,,,,,,,1985,,,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1185,274048,Dr. Rakesh R. Prasad,,25.0,200,Pimpri-Chinchwad,18.624563,73.80246,Clinic,Dr.R.R.Prasad Dental Clinic,True,"Dr. Rakesh R. Prasad is the president of Indian Dental Association and is practicing at Dr. R.R. Prasad's Dental Clinic. Dr. Rakesh Prasad has over 22 years of clinical experience in Implant Dentistry and has attended a conference in Shanghai Bangkok, Mumbai for special training in implant and laser dentistry. The treatments provided at Dr. Rakesh R. Prasad's Clinic are Endodontic treatment, Orthodontic treatment, Implants, Laser Therapy, Bleaching, Cosmetic Dentistry, Pediatric Dentistry, Oral Surgical procedures.",BHMS,,,,,,,True,,,,,,,"Nagpur College Of Homoeopathy, Nagpur",,,,,,,1998,,,,,,,General Surgeon,,,,,,,,,,,,General Surgeon,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1186,284196,Dr. Aniruddha Nene,,7.0,500,JM Road,18.523727,73.84935,Clinic,Aesthetix Dental Clinic & Implant Centre,True,.,BAMS,,,,,,,True,,,,,,,"Shree Kalidas Ayurvedic Medical College,Badami",,,,,,,2009,,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
1187,188872,Dr. Vikram Singh,,15.0,200,Model Colony,18.532646,73.83433,Clinic,Dentsspa Dental Clinic,True,"Dr. Vikram Singh (BDS, MDS) is an Oral and Maxillofacial Surgeon and an Implantologist. He specializes in 3rd molar extractions and various other surgeries.",BHMS,,,,,,,True,,,,,,,"Dhondumama Sathe Homeopathic Medical College, Pune.",,,,,,,1992,,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
